RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ChurnProbability,ChurnProbabilityPct,RiskSegment
1845,15699634,Howard,667,France,Female,48,2,0.0,2,1,1,148608.39,0,0.2664338930279291,26.64,Low Risk
1846,15589076,Henry,737,France,Male,36,9,0.0,1,0,1,188670.9,1,0.4333677091825955,43.34,Medium Risk
1847,15812338,Sopuluchukwu,485,Spain,Female,30,7,0.0,1,1,0,107067.37,0,0.43075672071892646,43.08,Medium Risk
1848,15758845,Rocher,590,Spain,Female,37,0,64345.21,1,0,1,61759.33,1,0.48734015864897723,48.73,Medium Risk
1849,15685844,White,518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0,0.471535686796442,47.15,Medium Risk
1850,15583090,Komar,581,Spain,Female,29,8,0.0,2,1,0,46735.19,0,0.07230546633803867,7.23,Low Risk
1851,15587581,Russo,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0,0.21011776355386586,21.01,Low Risk
1852,15633640,Loewenthal,799,France,Female,52,4,161209.66,1,1,1,89081.41,0,0.5231708311310759,52.32,Medium Risk
1853,15573741,Aliyeva,698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0,0.14803029393417985,14.8,Low Risk
1854,15633574,Montes,730,France,Female,41,4,167545.32,1,1,0,128246.81,0,0.5751697495165803,57.52,Medium Risk
1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1,0.5898826974700895,58.99,Medium Risk
1856,15570601,Cheng,785,France,Female,47,9,122031.55,1,1,1,33823.5,1,0.6221988981396795,62.22,High Risk
1857,15690925,McIntosh,527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1,0.5147062675990782,51.47,Medium Risk
1858,15709338,T'ao,544,France,Female,29,1,118560.55,1,1,1,164137.36,0,0.21767244681017905,21.77,Low Risk
1859,15780746,Tyndall,705,France,Male,61,4,0.0,2,1,1,191313.7,0,0.18673787410722406,18.67,Low Risk
1860,15681956,Bailey,684,France,Male,34,9,0.0,2,1,1,65257.57,0,0.03755568234964322,3.76,Low Risk
1861,15778190,Onyekaozulu,639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0,0.2700458040851175,27.0,Low Risk
1862,15786852,Nwachukwu,565,Germany,Female,38,2,158651.29,2,1,1,179445.28,0,0.2316265304536536,23.16,Low Risk
1863,15726494,Romani,481,France,Male,44,9,175303.06,1,1,0,65500.53,1,0.7215678825663276,72.16,High Risk
1864,15641183,Chin,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0,0.19768595381575146,19.77,Low Risk
1865,15805312,Bellucci,607,France,Male,45,7,123859.6,1,0,1,113051.57,0,0.5061163422881434,50.61,Medium Risk
1866,15636572,Christmas,760,France,Female,32,7,0.0,2,1,1,105969.05,0,0.05962964889317012,5.96,Low Risk
1867,15632575,Moore,559,France,Female,70,9,0.0,1,1,1,122996.76,0,0.2885018878432515,28.85,Low Risk
1868,15740164,Genovesi,715,France,Female,33,3,85227.84,1,1,1,68087.15,0,0.15560767303311496,15.56,Low Risk
1869,15574947,Cartwright,656,France,Male,36,8,97786.08,2,0,1,21478.36,0,0.10267228779603049,10.27,Low Risk
1870,15597909,Johnstone,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0,0.46935026273106656,46.94,Medium Risk
1871,15782574,Warner,624,Spain,Male,33,6,0.0,2,0,0,76551.7,0,0.053098517199928676,5.31,Low Risk
1872,15734999,Stephenson,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0,0.30420714326611903,30.42,Medium Risk
1873,15706593,Ellis,850,Spain,Female,50,10,0.0,2,1,1,33741.84,0,0.29605295927524483,29.61,Low Risk
1874,15766686,Nebechi,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0,0.7133590008129056,71.34,High Risk
1875,15590268,Chu,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0,0.15847384125228514,15.85,Low Risk
1876,15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0,0.14765801951602056,14.77,Low Risk
1877,15664754,Steele,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,1,0.8506966269407674,85.07,High Risk
1878,15643630,Quaife,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1,0.7403849817167955,74.04,High Risk
1879,15641043,Scott,648,Spain,Male,35,7,0.0,2,1,1,78436.36,0,0.054718370749367494,5.47,Low Risk
1880,15768095,Yeh,579,France,Male,31,9,0.0,1,0,1,139048.0,0,0.2566712458790485,25.67,Low Risk
1881,15811314,Y?,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0,0.2671227936047393,26.71,Low Risk
1882,15669922,Conti,530,Spain,Female,36,2,0.0,2,1,1,14721.8,0,0.12049013902736687,12.05,Low Risk
1883,15707114,Holder,831,France,Male,30,2,0.0,2,0,1,3430.38,0,0.043651477530861856,4.37,Low Risk
1884,15670602,Burgess,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0,0.2648895761835402,26.49,Low Risk
1885,15713479,Ozuluonye,656,France,Male,35,6,0.0,2,1,0,1485.27,0,0.10132632751359791,10.13,Low Risk
1886,15663830,De Luca,563,Spain,Male,32,6,0.0,2,1,1,19720.08,0,0.045707364280765904,4.57,Low Risk
1887,15566958,Li Fonti,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0,0.1653192227879934,16.53,Low Risk
1888,15680918,Freeman,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0,0.23352011650281815,23.35,Low Risk
1889,15663921,Pisani,429,France,Male,60,7,0.0,2,1,1,163691.48,0,0.2483080199692702,24.83,Low Risk
1890,15716324,Ignatieff,665,France,Female,23,9,143672.9,1,1,1,115147.33,0,0.2171046108076832,21.71,Low Risk
1891,15796969,Lahti,731,France,Male,33,4,0.0,2,1,1,74945.11,0,0.04145717767189332,4.15,Low Risk
1892,15574783,Perkins,584,France,Female,37,1,0.0,2,1,1,180363.56,0,0.10414841417866716,10.41,Low Risk
1893,15773487,Conway,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0,0.2821821728358768,28.22,Low Risk
1894,15802486,Hayes,488,France,Male,34,3,0.0,2,1,1,125979.36,0,0.050967774090659876,5.1,Low Risk
1895,15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0,0.7292428434289854,72.92,High Risk
1896,15649418,Krylov,776,France,Female,29,7,178171.04,2,1,1,115818.51,0,0.19212335446471224,19.21,Low Risk
1897,15604588,Li Fonti,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0,0.09736843734252781,9.74,Low Risk
1898,15735428,Talbot,673,Spain,Female,37,0,0.0,2,0,0,82351.06,0,0.15678460106521108,15.68,Low Risk
1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1,0.6261639905485719,62.62,High Risk
1900,15806880,Boyle,627,Spain,Female,30,6,0.0,1,1,1,113408.47,0,0.2658931740027995,26.59,Low Risk
1901,15754999,Ch'eng,570,France,Female,33,8,0.0,1,1,1,124641.42,0,0.22696044672177412,22.7,Low Risk
1902,15781034,Mason,796,Spain,Male,67,5,0.0,2,0,1,54871.02,0,0.07135529259816288,7.14,Low Risk
1903,15622017,Bruno,773,Spain,Female,33,10,0.0,1,1,1,98820.09,0,0.18733584742037812,18.73,Low Risk
1904,15705885,Smeaton,752,Spain,Male,36,2,0.0,2,1,1,45570.84,0,0.061406371331086486,6.14,Low Risk
1905,15677382,Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0,0.2509355567734943,25.09,Low Risk
1906,15566843,Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0,0.24156671197854943,24.16,Low Risk
1907,15608387,Fu,786,France,Female,29,4,0.0,2,1,0,103372.79,0,0.10469026123287387,10.47,Low Risk
1908,15810786,O'Toole,620,France,Female,67,3,0.0,2,1,1,43486.73,0,0.09411129264091687,9.41,Low Risk
1909,15626983,Ledford,605,Spain,Female,48,6,0.0,2,1,1,40062.99,0,0.17695832803203396,17.7,Low Risk
1910,15773605,Iadanza,670,Spain,Female,32,3,0.0,2,1,0,46175.7,0,0.11910188596863193,11.91,Low Risk
1911,15811261,Alaniz,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0,0.40552399308777787,40.55,Medium Risk
1912,15590606,Saunders,595,France,Male,41,9,0.0,2,1,0,5967.09,0,0.11336581302624275,11.34,Low Risk
1913,15576644,Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1,0.4332189192113276,43.32,Medium Risk
1914,15750264,Pinto,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0,0.1720616614075392,17.21,Low Risk
1915,15741554,Streeter,746,Spain,Male,31,2,113836.27,1,1,1,174815.54,0,0.1205010195147573,12.05,Low Risk
1916,15769051,Shaw,503,Spain,Male,25,7,0.0,1,0,1,192841.13,0,0.31841104941970716,31.84,Medium Risk
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1,0.9339201407265603,93.39,High Risk
1918,15699772,Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1,0.4962527929127367,49.63,Medium Risk
1919,15744105,Kodilinyechukwu,768,France,Female,28,3,109118.05,2,0,1,50911.41,0,0.1324997162647963,13.25,Low Risk
1920,15739858,Otitodilichukwu,618,France,Male,56,7,0.0,1,1,1,142400.27,1,0.5716116015991534,57.16,Medium Risk
1921,15723720,McKenzie,591,France,Female,31,7,0.0,2,0,1,48778.46,0,0.06435050095052502,6.44,Low Risk
1922,15638355,Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1,0.3850940597638248,38.51,Medium Risk
1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,1,0.8644355354984793,86.44,High Risk
1924,15629575,Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1,0.3005194483983963,30.05,Medium Risk
1925,15586243,Yobachi,667,France,Male,44,8,122277.87,1,1,1,91810.71,0,0.4011686079466671,40.12,Medium Risk
1926,15757931,Fang,804,France,Male,24,3,0.0,2,1,0,173195.33,0,0.06676890355921576,6.68,Low Risk
1927,15716023,Pearson,693,France,Male,31,1,0.0,2,0,1,182270.88,0,0.05664940992124315,5.66,Low Risk
1928,15647782,Brown,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0,0.16431454747936602,16.43,Low Risk
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,0.9286579936279965,92.87,High Risk
1930,15623791,Padovesi,632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0,0.5581281367755019,55.81,Medium Risk
1931,15627262,Soto,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0,0.15447989099082038,15.45,Low Risk
1932,15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1,0.3400362969775206,34.0,Medium Risk
1933,15586993,Giordano,655,Spain,Female,56,5,0.0,2,1,1,41782.7,0,0.18276466006846762,18.28,Low Risk
1934,15815560,Bogle,666,Germany,Male,74,7,105102.5,1,1,1,46172.47,0,0.2668030073667579,26.68,Low Risk
1935,15584930,Grimmett,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0,0.23494894571641473,23.49,Low Risk
1936,15799031,Ayers,523,France,Male,39,3,0.0,2,1,0,6726.53,0,0.10309826542078984,10.31,Low Risk
1937,15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0,0.1738986853626158,17.39,Low Risk
1938,15697879,Webb,701,France,Male,30,3,156660.72,2,1,0,45742.42,0,0.16924603928284884,16.92,Low Risk
1939,15594902,Lombardi,518,France,Male,38,3,90957.81,1,0,1,162304.59,0,0.2954911270363487,29.55,Low Risk
1940,15799710,Wei,739,France,Male,37,7,104960.46,1,0,1,80883.82,0,0.14080975974436435,14.08,Low Risk
1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1,0.6066556376364225,60.67,High Risk
1942,15645956,Jideofor,452,Spain,Male,44,3,88915.85,1,1,0,69697.74,0,0.6085203772866286,60.85,High Risk
1943,15651713,King,684,France,Male,45,6,148071.39,1,1,0,183575.01,0,0.6514428416792086,65.14,High Risk
1944,15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0,0.4203798850280717,42.04,Medium Risk
1945,15687310,Humphries,783,Spain,Male,39,9,0.0,2,1,0,143752.77,0,0.08895112991080024,8.9,Low Risk
1946,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1,0.34933373001754336,34.93,Medium Risk
1947,15698321,Yobanna,648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0,0.09220746090763358,9.22,Low Risk
1948,15657812,Ch'iu,688,France,Male,52,1,0.0,2,1,1,172033.57,0,0.17364968351900087,17.36,Low Risk
1949,15569187,Fleming,680,Spain,Male,35,9,0.0,2,0,0,143774.06,0,0.06978325703751505,6.98,Low Risk
1950,15681562,Trevisan,516,France,Female,43,2,112773.73,2,1,1,139366.58,0,0.37632696964267387,37.63,Medium Risk
1951,15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,1,0,81776.84,1,0.41226106949574726,41.23,Medium Risk
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,0.8498485013154747,84.98,High Risk
1953,15781884,Knox,624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0,0.09486946072503603,9.49,Low Risk
1954,15675190,Chia,623,France,Male,21,10,0.0,2,0,1,135851.3,0,0.04492286482116817,4.49,Low Risk
1955,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0,0.3580118809224351,35.8,Medium Risk
1956,15779176,Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1,0.9234059931140867,92.34,High Risk
1957,15605286,Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.7,1,0.5409784693547466,54.1,Medium Risk
1958,15674922,Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1,0.5213869876034894,52.14,Medium Risk
1959,15737506,Tretiakova,645,France,Male,42,6,0.0,1,0,0,149807.01,0,0.6244026306852639,62.44,High Risk
1960,15780514,Fuller,707,France,Male,33,8,136678.52,1,1,0,54290.62,0,0.2902201502887518,29.02,Low Risk
1961,15623647,Dellucci,655,Spain,Female,36,1,135515.76,1,1,0,86013.96,0,0.3216868525195131,32.17,Medium Risk
1962,15668472,Ritchie,705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0,0.35098335784618734,35.1,Medium Risk
1963,15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,0.9731638313332278,97.32,High Risk
1964,15771139,Douglas,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0,0.18772172542803384,18.77,Low Risk
1965,15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1,0.5781164168719192,57.81,Medium Risk
1966,15772243,MacDonald,612,France,Female,33,9,0.0,1,0,0,142797.5,1,0.5151496478026827,51.51,Medium Risk
1967,15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0,0.7450012534190726,74.5,High Risk
1968,15598088,Ni,559,Spain,Male,25,5,0.0,2,1,1,163221.22,0,0.03976048907577344,3.98,Low Risk
1969,15693468,Simmons,488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0,0.33768516057361747,33.77,Medium Risk
1970,15671930,H?,717,France,Female,36,5,0.0,2,1,1,145551.6,0,0.09861838343734287,9.86,Low Risk
1971,15762268,Hancock,666,France,Female,41,10,141162.08,1,1,0,50908.48,0,0.5394798036307086,53.95,Medium Risk
1972,15780954,Cran,582,Spain,Male,26,4,65848.36,2,1,0,30149.21,0,0.12229246624237389,12.23,Low Risk
1973,15700174,McKay,733,Spain,Female,30,0,83319.28,1,0,0,57769.2,0,0.2859255552452031,28.59,Low Risk
1974,15635728,P'an,693,France,Male,41,4,0.0,2,0,0,156381.47,0,0.09861986145541811,9.86,Low Risk
1975,15679283,Parkhill,694,France,Female,33,4,129731.64,2,1,0,178123.86,0,0.2219442833279636,22.19,Low Risk
1976,15591386,Golubova,622,France,Female,35,5,0.0,2,1,0,51112.8,0,0.12778389806033338,12.78,Low Risk
1977,15694192,Nwankwo,598,Spain,Female,38,6,0.0,2,0,0,173783.38,0,0.15701669159966258,15.7,Low Risk
1978,15585901,Johnson,717,Spain,Male,35,1,0.0,3,0,0,174770.14,1,0.7352787498108531,73.53,High Risk
1979,15792329,Mao,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0,0.3393935154622924,33.94,Medium Risk
1980,15635597,Echezonachukwu,644,France,Male,33,8,0.0,2,1,1,155294.17,0,0.03509085917701823,3.51,Low Risk
1981,15775880,McElyea,554,France,Female,30,9,0.0,2,1,1,40320.3,0,0.06225878660977223,6.23,Low Risk
1982,15630913,Rosas,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0,0.3267781256392832,32.68,Medium Risk
1983,15756680,Phillips,667,France,Male,28,6,165798.1,1,1,0,147090.9,0,0.2211434426541871,22.11,Low Risk
1984,15587913,Palerma,748,Spain,Female,40,4,0.0,2,1,0,132368.47,0,0.18129940166564948,18.13,Low Risk
1985,15737605,Morris,531,Spain,Female,45,1,126495.57,2,1,1,164741.5,0,0.4695320448037313,46.95,Medium Risk
1986,15627876,Pavlova,719,Spain,Female,47,9,116393.59,1,1,0,63051.32,1,0.7358101903863412,73.58,High Risk
1987,15772601,Lu,845,Germany,Female,41,2,81733.74,2,0,0,199761.29,0,0.1864062173105146,18.64,Low Risk
1988,15758606,Yamamoto,738,France,Male,54,4,0.0,1,0,1,55725.04,1,0.6251490059393118,62.51,High Risk
1989,15657107,Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1,0.7559711423454852,75.6,High Risk
1990,15622454,Zaitsev,695,Spain,Male,28,0,96020.86,1,1,1,57992.49,0,0.13557670260983712,13.56,Low Risk
1991,15775803,Cawker,841,Spain,Male,41,1,0.0,2,0,1,193093.77,0,0.07924879883870285,7.92,Low Risk
1992,15570859,Froggatt,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0,0.1121247750552047,11.21,Low Risk
1993,15748381,Gorbunov,613,France,Female,29,6,185709.28,2,1,1,77242.19,0,0.2557873342631269,25.58,Low Risk
1994,15787189,Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1,0.9112518321267186,91.13,High Risk
1995,15666055,Rowe,705,France,Female,49,7,0.0,1,1,0,63405.2,1,0.9014552537803081,90.15,High Risk
1996,15617648,Mikkelsen,584,France,Female,44,5,95671.75,2,1,1,106564.88,0,0.3992524688179453,39.93,Medium Risk
1997,15755678,Kovalyov,534,France,Male,62,2,0.0,2,0,0,42763.12,1,0.6857462691959768,68.57,High Risk
1998,15624781,Mbanefo,672,France,Female,34,1,142151.75,2,1,1,168753.34,0,0.1891335954412833,18.91,Low Risk
1999,15779497,Ts'ai,603,France,Male,43,5,127823.93,1,1,1,19483.35,0,0.4086087564732777,40.86,Medium Risk
2000,15567399,Enderby,633,Germany,Male,43,3,144164.29,1,1,1,158646.46,0,0.6346156180208163,63.46,High Risk
2001,15613656,Lombardi,842,France,Male,58,1,63492.94,1,1,1,83172.19,0,0.50303047194365,50.3,Medium Risk
2002,15734311,Hamilton,661,France,Female,27,3,0.0,2,1,1,76889.79,0,0.08962653603534243,8.96,Low Risk
2003,15657214,Hsia,601,France,Male,74,2,0.0,2,0,1,51554.58,0,0.09020464968542624,9.02,Low Risk
2004,15799350,Mao,632,France,Male,41,0,106134.46,1,0,1,105570.39,0,0.28433446219083325,28.43,Low Risk
2005,15729970,Ugochukwu,684,Germany,Male,29,8,127269.75,1,0,1,79495.01,0,0.3207770054713018,32.08,Medium Risk
2006,15725835,West,785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1,0.3635175265080499,36.35,Medium Risk
2007,15745543,Hughes,687,France,Male,39,7,0.0,2,1,0,26848.25,0,0.06558246437775667,6.56,Low Risk
2008,15727384,Chukwuemeka,705,Germany,Female,43,10,146547.78,1,0,1,10072.55,1,0.7634502309238806,76.35,High Risk
2009,15666916,Lira,639,France,Male,43,6,99610.92,2,1,0,187296.78,0,0.3071774483071811,30.72,Medium Risk
2010,15732917,Li,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1,0.9028792443464035,90.29,High Risk
2011,15612050,Castiglione,556,Spain,Female,48,8,168522.37,1,1,1,151310.16,0,0.5205580460531061,52.06,Medium Risk
2012,15726267,Paterson,570,France,Male,32,9,117337.54,2,0,1,62810.91,0,0.09266953426387281,9.27,Low Risk
2013,15780124,Blair,841,France,Male,74,9,108131.53,1,0,1,60830.38,0,0.163819637298826,16.38,Low Risk
2014,15742238,Dellucci,705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0,0.1783455954943003,17.83,Low Risk
2015,15679024,Udinesi,553,France,Male,32,3,116324.53,1,1,0,77304.49,0,0.23162819082982455,23.16,Low Risk
2016,15715297,Yuan,779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0,0.2998887414957812,29.99,Low Risk
2017,15633612,Yuryeva,696,France,Male,28,4,172646.82,1,1,1,116471.43,0,0.17997300621921355,18.0,Low Risk
2018,15602929,Wilson,728,Spain,Female,37,4,0.0,1,0,0,4539.38,0,0.43743806242361755,43.74,Medium Risk
2019,15696703,Dean,691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0,0.10750792814119692,10.75,Low Risk
2020,15756668,Ross,706,France,Male,30,3,98415.37,1,1,1,110520.48,0,0.11093554892557314,11.09,Low Risk
2021,15565779,Kent,627,Germany,Female,30,6,57809.32,1,1,0,188258.49,0,0.24798940490290278,24.8,Low Risk
2022,15795519,Vasiliev,716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0,0.46811938808188247,46.81,Medium Risk
2023,15761477,Golibe,501,Germany,Male,24,4,130806.42,2,1,0,80241.14,0,0.2020492027574501,20.2,Low Risk
2024,15731890,Chukwukere,601,France,Male,41,1,123971.16,1,0,1,172814.99,0,0.3079008521966186,30.79,Medium Risk
2025,15633043,Fedorova,545,Spain,Female,39,6,0.0,1,0,0,38410.74,1,0.6658544359466783,66.59,High Risk
2026,15752953,Chien,634,France,Male,45,9,0.0,2,0,0,17622.82,0,0.24245421172655493,24.25,Low Risk
2027,15603088,Rossi,451,Spain,Female,23,9,0.0,2,0,1,48021.71,0,0.09385672133034664,9.39,Low Risk
2028,15606613,Samson,655,France,Female,59,7,0.0,1,1,0,88958.49,1,0.9397725991668942,93.98,High Risk
2029,15635939,Fenton,458,France,Female,39,9,0.0,2,1,0,116343.09,0,0.1896330323874783,18.96,Low Risk
2030,15666043,Mackey,520,France,Male,33,4,156297.58,2,1,1,166102.61,0,0.16539371524410781,16.54,Low Risk
2031,15746190,Payton,624,Spain,Female,28,2,0.0,2,0,1,104353.26,0,0.12576486928851233,12.58,Low Risk
2032,15591357,Cowger,765,France,Male,51,3,123372.3,1,1,1,115429.32,0,0.48067180197255815,48.07,Medium Risk
2033,15658716,Banks,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1,0.8675923967904376,86.76,High Risk
2034,15679909,Pugliesi,665,Spain,Male,41,8,0.0,2,1,0,132152.32,0,0.10930912462256676,10.93,Low Risk
2035,15634262,Fantin,709,Germany,Male,34,4,148375.19,2,1,1,21521.38,0,0.17118791980170286,17.12,Low Risk
2036,15799825,Bentley,583,France,Female,44,8,0.0,2,1,1,27431.62,0,0.16638569514802046,16.64,Low Risk
2037,15756875,Freeman,782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0,0.09573526280084768,9.57,Low Risk
2038,15678146,Wong,668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1,0.5229921458261368,52.3,Medium Risk
2039,15710743,Onwuamaeze,621,France,Male,47,0,0.0,1,1,1,133831.37,1,0.6662431144912702,66.62,High Risk
2040,15595831,Shen,579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0,0.6186568643957614,61.87,High Risk
2041,15626684,Huang,547,France,Female,38,5,167539.97,1,0,1,159207.34,0,0.3228472951619103,32.28,Medium Risk
2042,15709846,Yeh,840,France,Female,39,1,94968.97,1,1,0,84487.62,0,0.36204057510776994,36.2,Medium Risk
2043,15635459,Shih,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0,0.24495111913803114,24.5,Low Risk
2044,15642544,Henderson,723,France,Male,34,5,0.0,2,0,1,12092.03,0,0.04065516539987491,4.07,Low Risk
2045,15566494,Fang,487,France,Male,45,2,0.0,2,1,0,77475.73,0,0.25875055166710453,25.88,Low Risk
2046,15655238,Dellucci,668,France,Female,31,9,0.0,2,0,0,41291.73,0,0.07974084992387961,7.97,Low Risk
2047,15733429,Chou,520,Germany,Male,34,8,120018.86,2,1,1,343.38,0,0.19266619151419406,19.27,Low Risk
2048,15814536,Conti,549,France,Male,37,2,112541.54,2,0,0,47432.43,0,0.17195191885041278,17.2,Low Risk
2049,15771702,Roberts,567,France,Female,35,5,166118.45,2,1,0,127827.18,0,0.27117269746202033,27.12,Low Risk
2050,15723008,Lo Duca,720,France,Female,45,1,102882.4,2,1,1,35633.15,1,0.5268193470626733,52.68,Medium Risk
2051,15797160,Glover,492,France,Female,49,8,0.0,1,1,1,182865.09,1,0.7163458015609697,71.63,High Risk
2052,15792222,Johnstone,712,France,Female,37,1,106881.5,2,0,0,169386.81,0,0.30423179431929087,30.42,Medium Risk
